CASE_NUMBER,VISA_STATUS,EMPLOYER_NAME,PREVAILING_WAGE_SUBMITTED,PREVAILING_WAGE_SUBMITTED_UNIT,PAID_WAGE_SUBMITTED,PAID_WAGE_SUBMITTED_UNIT,JOB_TITLE,WORK_CITY,PREVAILING_WAGE_SOC_CODE,PREVAILING_WAGE_SOC_TITLE,WORK_STATE,FULL_TIME_POSITION_Y_N,VISA_CLASS,JOB_TITLE_SUBGROUP,order,CASE_RECEIVED_DATE,Decision_Date,Processing_Time_Days
I-200-14072-444005,certified,SUFFOLK UNIVERSITY,88100.0,year,125000.0,year,Assistant Professor of Marketing,BOSTON,25-1011,"Business Teachers, Postsecondary",MA,y,H-1B,assistant professor,47412,19-Mar-14,25-Mar-14,6
I-200-14196-652789,certified,DIBON SOLUTIONS INC,46467.0,year,46467.0,year,BUSINESS ANALYST,NEWARK,13-1199,"Business Operations Specialists, All Other",NJ,y,H-1B,business analyst,146288,15-Jul-14,22-Jul-14,7
I-200-15069-429262,certified,AFFINITY SOLUTIONS INC,35.31,hour,35.31,hour,PHP DEVELOPER (SOFTWARE ENGINEER),BROOKLYN,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,76471,03-Nov-15,18-Mar-15,230
I-200-13161-008568,certified,"RDG TECHNOLOGIES, INC.",87006.0,year,87006.0,year,SOFTWARE ENGINEER,MCLEAN,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,49303,06-Oct-13,14-Jun-13,114
I-200-15063-919579,certified,"CA, INC.",64418.0,year,70000.0,year,ASSOCIATE SOFTWARE ENGINEER,PLANO,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,98278,03-Jun-15,03-Dec-15,183
I-200-15065-311763,certified,APIGEE CORPORATION,66602.0,year,91000.0,year,DATA SCIENTIST,SAN JOSE,15-1121,Computer Systems Analysts,CA,y,H-1B,data scientist,93905,03-Oct-15,16-Mar-15,201
I-200-13357-803163,certified,IBM INDIA PRIVATE LTD,68557.0,year,72941.0,year,BUSINESS ANALYST,MIDDLETOWN,15-1131,Computer Programmers,NJ,y,H-1B,business analyst,89323,23-Dec-13,30-Dec-13,7
I-200-13059-172354,certified,"VIOLIN MEMORY, INC.",109138.0,year,109138.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,17573,28-Feb-13,03-Jun-13,95
I-200-14260-071627,certified,"CYBECYS, INC.",89669.0,year,89866.0,year,SOFTWARE ENGINEER,WASHINGTON,15-1132,"Software Developers, Applications",DC,y,H-1B,software engineer,43304,17-Sep-14,23-Sep-14,6
I-200-14036-995025,certified,YELP INC.,45.83,hour,49.51,hour,SOFTWARE ENGINEER,SAN FRANCISCO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,33619,02-Jun-14,19-Dec-14,200
I-200-15071-157122,certified,CEDENT CONSULTING INC,30.97,hour,65000.0,year,SOFTWARE ENGINEER,FRISCO,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,98848,03-Dec-15,18-Mar-15,260
I-200-14174-623617,certified,"ANTHEM MARKETING, LLC",63232.0,year,75000.0,year,SENIOR MARKETING DATA ANALYST,CHICAGO,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,IL,y,H-1B,data analyst,102016,23-Jun-14,27-Jun-14,4
I-200-14051-252186,certified,"TABLEAU SOFTWARE, INC.",73861.0,year,108300.0,year,SOFTWARE ENGINEER,MENLO PARK,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,74804,24-Feb-14,28-Feb-14,4
I-200-14078-662979,certified,"MOOFWD, INC.",63274.0,year,70000.0,year,SOFTWARE ENGINEER,PRINCETON,15-1132,"Software Developers, Applications",NJ,y,H-1B,software engineer,101889,20-Mar-14,26-Mar-14,6
I-200-15061-998207,certified,WILLKIE FARR & GALLAGHER LLP,165693.0,year,250000.0,year,ATTORNEY,NEW YORK,23-1011.00,Lawyers,NY,y,H-1B,attorney,434,03-Nov-15,18-Mar-15,230
I-200-12362-800873,certified,"SOFTWARE SPECIALISTS, INC.",66914.0,year,95000.0,year,SOFTWARE ENGINEER,PITTSBURGH,15-1132,"Software Developers, Applications",PA,y,H-1B,software engineer,93339,27-Dec-12,01-Mar-13,64
I-200-15061-095947,certified,"BELL INFO SOLUTIONS, LLC",54434.0,year,60000.0,year,Data Analyst,RICHMOND,15-1121,Computer Systems Analysts,VA,y,H-1B,data analyst,131458,03-Feb-15,03-Jun-15,120
I-200-15079-806306,certified,SRNL INTERNATIONAL INC.,63086.0,year,64000.0,year,BUSINESS ANALYST,HOBOKEN,15-1121,Computer Systems Analysts,NJ,y,H-1B,business analyst,102615,20-Mar-15,26-Mar-15,6
I-200-13218-333820,certified,TECHNOSOFT GROUP INC.,23.5,hour,28.0,hour,SOFTWARE ENGINEER,dublin,15-1131,Computer Programmers,OH,y,H-1B,software engineer,142022,08-Jun-13,08-Dec-13,183
I-200-13063-823072,certified,"GEEKSOFT, LLC",50107.0,year,65000.0,year,BUSINESS ANALYST,Addison,13-1111,Management Analysts,TX,y,H-1B,business analyst,139540,03-Apr-13,03-Aug-13,122
I-200-13205-216705,certified,"COMPUNNEL SOFTWARE GROUP, INC.",47861.0,year,60000.0,year,BUSINESS ANALYST,ATLANTA,13-1111,Management Analysts,GA,y,H-1B,business analyst,143621,24-Jul-13,30-Jul-13,6
I-200-13059-789705,certified,"FUJITSU AMERICA, INC.",90646.0,year,90646.0,year,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",DENVER,15-1132,"Software Developers, Applications",CO,y,H-1B,software engineer,41771,28-Feb-13,03-Jun-13,95
A-14163-77521,certified,CASHEDGE INC.,98675.0,year,98675.0,year,SENIOR SOFTWARE ENGINEER,SUNNYVALE,15-1132,"Software Developers, Applications",CALIFORNIA,,greencard,software engineer,29446,23-Jun-14,20-Nov-14,150
I-200-13339-294463,certified,LEAP COMMERCE INC.,73861.0,year,76690.0,year,SOFTWARE ENGINEER,SAN CARLOS,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,75161,12-May-13,12-Nov-13,184
I-200-14083-564738,certified,"IDHASOFT, INC.",51293.0,year,60000.0,year,BUSINESS ANALYST,Santa Ana,15-1141,Database Administrators,CA,y,H-1B,business analyst,137511,24-Mar-14,25-Feb-15,338
I-200-15034-962353,certified,FRAMINGHAM STATE UNIVERSITY,46873.0,year,60000.0,year,ASSISTANT PROFESSOR,FRAMINGHAM,25-1011,"Business Teachers, Postsecondary",MA,y,H-1B,assistant professor,145571,02-May-15,02-Nov-15,184
I-200-15016-255222,certified,GOOGLE INC.,77378.0,year,105000.0,year,SOFTWARE ENGINEER,NEW YORK,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,66500,02-Oct-15,18-Feb-15,226
I-200-14030-592182,certified,"UNIVERSITY OF CALIFORNIA, DAVIS",38010.0,year,288150.0,year,VISITING ASSISTANT PROFESSOR,SACRAMENTO,25-1071,"Health Specialties Teachers, Postsecondary",CA,y,H-1B,assistant professor,159626,30-Jan-14,02-Jun-14,123
A-14316-25109,certified,MOTOROLA MOBILITY LLC,110159.0,year,110161.0,year,SOFTWARE ENGINEER,SUNNYVALE,15-1133,"Software Developers, Systems Software",CALIFORNIA,,greencard,software engineer,15069,13-Nov-14,15-May-15,183
I-200-15078-328726,withdrawn,SIDLEY AUSTIN (US) LLP,93184.0,year,41000.0,year,Staff Attorney,WASHINGTON,23-1011,Lawyers,IL,y,H-1B,attorney,37739,19-Mar-15,20-Mar-15,1
I-200-14079-428006,certified,SMART ERP SOLUTIONS,102170.0,year,110000.0,year,BUSINESS ANALYST,Pleasanton,13-1111,Management Analysts,CA,y,H-1B,business analyst,22847,20-Mar-14,26-Mar-14,6
I-200-15061-126446,certified,"CLIENT NETWORK SERVICES, INC.",63315.0,year,63315.0,year,SOFTWARE ENGINEER,GAITHERSBURG,15-1133,"Software Developers, Systems Software",MD,y,H-1B,software engineer,101683,03-Feb-15,03-Sep-15,212
I-200-13241-430231,withdrawn,"ALLIANCE FRANCAISE DE WASHINGTON, INC.",28.34,hour,34.0,hour,TEACHER OF FRENCH AS A FOREIGN LANGUAGE,"WASHINGTON, DC",25-3021,Self-Enrichment Education Teachers,DC,n,H-1B,teacher,118431,29-Aug-13,29-Aug-13,0
I-200-14196-445815,certified,INTEL CORPORATION,75089.0,year,75089.0,year,SOFTWARE ENGINEER,CHANDLER,15-1133,"Software Developers, Systems Software",AZ,y,H-1B,software engineer,72189,15-Jul-14,22-Jul-14,7
I-200-12334-131498,certified,"FUJITSU AMERICA, INC.",80766.0,year,80766.0,year,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",PITTSBURGH,15-1132,"Software Developers, Applications",PA,y,H-1B,software engineer,60185,29-Nov-12,12-May-12,201
I-200-14097-576864,withdrawn,TRINUS CORPORATION,93267.0,year,101500.0,year,SOFTWARE ENGINEER,SANTA MONICA,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,37106,04-Jul-14,04-Jul-14,0
I-200-12285-750278,certified,"GORILLA NATION MEDIA, LLC",94182.0,year,105000.0,year,SOFTWARE ENGINEER,LOS ANGELES,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,34949,10-Nov-12,17-Oct-12,24
A-14210-93290,certified,GOOGLE INC.,98675.0,year,98675.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CALIFORNIA,,greencard,software engineer,29468,29-Jul-14,01-Feb-15,187
I-200-12046-193432,certified,"JONES LANG LASALLE AMERICAS, INC.",87922.0,year,87922.0,year,BUSINESS ANALYST,CHICAGO,15-1121,Computer Systems Analysts,IL,y,H-1B,business analyst,47542,03-Sep-12,30-Oct-13,422
I-200-14323-339466,certified,UNIVERSITY OF COLORADO,34080.0,year,94000.0,year,ASSISTANT PROFESSOR,BOULDER,25-1032,"Engineering Teachers, Postsecondary",CO,y,H-1B,assistant professor,163128,19-Nov-14,25-Nov-14,6
I-200-14253-472793,certified,"CITRIX SYSTEMS, INC.",109762.0,year,109800.0,year,SENIOR SOFTWARE ENGINEER,SANTA CLARA,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,16803,09-Nov-14,17-Sep-14,53
I-200-13079-775927,certified,"RESOURCE PROVIDERS, INC.",50398.0,year,60000.0,year,BUSINESS ANALYST,TAMPA,15-1799,"Computer Occupations, All Other",FL,y,H-1B,business analyst,138862,20-Mar-13,26-Mar-13,6
I-200-14072-382358,certified,GOOGLE INC.,98675.0,year,105000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,29087,14-Mar-14,20-Mar-14,6
I-200-14140-393705,certified,"PEARSON EDUCATION, INC.",105789.0,year,110000.0,year,BUSINESS ANALYST,Old Tappan,15-1132,"Software Developers, Applications",NJ,y,H-1B,business analyst,20225,21-May-14,28-May-14,7
I-200-13060-898831,denied,"J & G ENTERPRISES, INC.",53082.0,year,54000.0,year,ATTORNEY-AT-LAW / LICENSE IN MEXICO,MCALLEN,23-1011,Lawyers,TX,y,H-1B,attorney,134434,03-Jan-13,03-Jun-13,151
I-200-12341-088451,certified,CGI TECHNOLOGIES AND SOLUTIONS INC.,68536.0,year,75000.0,year,BUSINESS ANALYST,QUINCY,15-1799,"Computer Occupations, All Other",MA,y,H-1B,business analyst,89372,12-Nov-12,17-Dec-12,35
I-200-14168-480030,withdrawn,"COOLSOFT, LLC",87006.0,year,87006.0,year,SOFTWARE ENGINEER,URBANA,15-1132,"Software Developers, Applications",MO,y,H-1B,software engineer,49276,17-Jun-14,17-Jun-14,0
I-200-13072-398582,certified,"TWITTER, INC.",108888.0,year,155000.0,year,SENIOR SOFTWARE ENGINEER,SAN FRANCISCO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,17653,13-Mar-13,09-Mar-14,361
I-200-13128-384819,certified,INTERMOUNTAIN HEALTHCARE,58490.0,year,77854.0,year,SOFTWARE ENGINEER,MURRAY,15-1132,"Software Developers, Applications",UT,y,H-1B,software engineer,119778,05-Aug-13,14-May-13,83
I-200-14196-138000,certified,RS SOFTWARE (INDIA) LTD.,56118.0,year,56118.0,year,SENIOR SOFTWARE ENGINEER,AUSTIN,15-1131,Computer Programmers,TX,y,H-1B,software engineer,127221,15-Jul-14,21-Jul-14,6
I-200-12271-055799,certified,INFOSYS LIMITED,67371.0,year,67371.0,year,ASSOCIATE BUSINESS ANALYST - US,SEATTLE,15-1121,Computer Systems Analysts,WA,y,H-1B,business analyst,92006,28-Sep-12,10-Apr-12,171
I-200-12313-661382,certified,SYLVAN CORPORATION,100984.0,year,110000.0,year,SOFTWARE ENGINEER,MILPITAS,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,23946,28-Mar-13,04-Mar-13,24
I-200-11308-592654,certified,"CALIFORNIA CREATIVE SOLUTIONS, INC",69930.0,year,69930.0,year,SOFTWARE ENGINEER,PLANO,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,85861,11-Apr-11,11-Oct-11,183
I-200-15050-315647,certified,"IT DIVISION, INC.",54475.0,year,60000.0,year,QA ANALYST / BUSINESS ANALYST,BOTHELL,15-1199,"Computer Occupations, All Other",WA,y,H-1B,business analyst,131319,19-Feb-15,25-Feb-15,6
I-200-13304-703809,certified,LINKEDIN CORPORATION,98675.0,year,98675.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,29512,31-Oct-13,11-Jun-13,142
I-200-14066-035219,certified,"BRIGHTEDGE TECHNOLOGIES, INC.",93267.0,year,93267.0,year,SOFTWARE ENGINEER,SAN MATEO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,37573,19-Mar-14,07-Sep-14,172
I-200-14182-599845,certified,"REAL WORLD TECHNOLOGIES, INC.",89378.0,year,89378.0,year,BUSINESS ANALYST,SAN FRANCISCO,15-1121,Computer Systems Analysts,CA,y,H-1B,business analyst,44153,07-Jan-14,07-Aug-14,212
I-200-14024-111632,withdrawn,"AMERICAN TECHNOLOGY CONSULTING, LLC",83762.0,year,84000.0,year,SOFTWARE ENGINEER,MARLBOROUGH,15-1132,"Software Developers, Applications",MA,y,H-1B,software engineer,54338,24-Jan-14,24-Jan-14,0
I-200-11286-410836,denied,GRACE CHRISTIAN ACADEMY OF SAIPAN,17.23,hour,17.23,hour,HIGH SCHOOL TEACHER,SAIPAN,25-2031,"Secondary School Teachers, Except Special and Care",MP,y,H-1B,teacher,161895,13-Oct-11,18-Oct-11,5
I-200-15084-100523,certified,OMEGA ALPHA ACADEMY,30510.0,year,32960.0,year,ELEMENTARY TEACHER,Douglas,25-2021,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL",AZ,y,H-1B,teacher,165067,25-Mar-15,31-Mar-15,6
I-200-13038-165041,certified,GOOGLE INC.,84802.0,year,105000.0,year,SOFTWARE ENGINEER IN TEST,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,52281,13-Feb-13,18-Jul-13,155
I-200-13066-719932,certified,CERNER CORPORATION,59114.0,year,70000.0,year,SOFTWARE ENGINEER,NORTH KANSAS CITY,15-1132,"Software Developers, Applications",MO,y,H-1B,software engineer,117834,03-Jul-13,13-Mar-13,112
I-200-15081-111859,certified,"KALIOCOMMERCE, INC.",55598.0,year,55600.0,year,SOFTWARE ENGINEER,COVINGTON,15-1132,"Software Developers, Applications",KY,y,H-1B,software engineer,128777,23-Mar-15,27-Mar-15,4
I-200-13078-604753,certified,"THE MATLEN SILVER GROUP, INC.",94182.0,year,105000.0,year,SOFTWARE ENGINEER,MARLBOROUGH,15-1133,"Software Developers, Systems Software",MA,y,H-1B,software engineer,34954,22-Mar-13,28-Mar-13,6
I-200-13084-994324,certified,"BROCADE COMMUNICATIONS SYSTEMS, INC.",128294.0,year,140000.0,year,STAFF SOFTWARE ENGINEER,SAN JOSE,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,4927,25-Mar-13,29-Mar-13,4
I-200-14191-313749,certified,"CYIENT, INC.",70886.0,year,70886.0,year,SOFTWARE ENGINEER,ROCKFORD,15-1133,"Software Developers, Systems Software",IL,y,H-1B,software engineer,83902,07-Oct-14,16-Jul-14,83
I-200-14265-068220,certified,"LOGICGATE TECHNOLOGIES, INC.",55890.0,year,71739.0,year,BUSINESS ANALYST,Webster,13-1111,Management Analysts,MA,y,H-1B,business analyst,128083,23-Sep-14,29-Sep-14,6
I-200-13113-609198,certified,MONTCLAIR STATE UNIVERSITY,70313.0,year,70313.0,year,ASSISTANT PROFESSOR,Montclair,25-1124,"Foreign Language and Literature Teachers, Postseco",NJ,y,H-1B,assistant professor,85064,23-Apr-13,29-Apr-13,6
I-200-13190-790198,certified,"DEW SOFTWARE, INC.",107765.0,year,108000.0,year,SOFTWARE ENGINEER,Fremont,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,19014,07-Sep-13,15-Jul-13,54
I-200-13032-124387,certified,ZILLION TECHNOLOGIES INC.,60341.0,year,60341.0,year,BUSINESS SYSTEMS AND DATA ANALYST,NEWARK,15-1121,Computer Systems Analysts,NJ,y,H-1B,data analyst,114150,02-Jan-13,02-Jul-13,181
I-200-14009-861488,certified,CERNER CORPORATION,60258.0,year,66700.0,year,SOFTWARE ENGINEER,NORTH KANSAS CITY,15-1132,"Software Developers, Applications",MO,y,H-1B,software engineer,114482,01-Sep-14,15-Jan-14,229
I-200-15048-078722,certified,GOOGLE INC.,88254.0,year,105300.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,46570,19-Feb-15,25-Feb-15,6
I-200-14323-749208,certified,EMC CORPORATION,81786.0,year,89550.0,year,SENIOR SOFTWARE ENGINEER,HOPKINTON,15-1132,"Software Developers, Applications",MA,y,H-1B,software engineer,57834,20-Nov-14,26-Nov-14,6
I-200-14030-802140,certified,"OBERON IT,INC",63835.0,year,63835.0,year,SOFTWARE ENGINEER,SACRAMENTO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,100311,30-Jan-14,02-Jun-14,123
I-200-15023-549256,withdrawn,DENVER PUBLIC SCHOOLS DISTRICT 1,38117.0,year,38117.0,year,ELEMENTARY ENGLISH LANGUAGE ACQUISITION - SPANISH TEACHER,DENVER,25-2021,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL",CO,y,H-1B,teacher,159416,23-Jan-15,23-Jan-15,0
I-200-14044-044003,certified,MURRAY STATE UNIVERSITY,46837.0,year,52074.0,year,ASSISTANT PROFESSOR OF ADOLESCENT CAREER & SPECIAL,MURRAY,25-2059,"Special Education Teachers, All Other",KY,y,H-1B,assistant professor,145604,13-Feb-14,21-Feb-14,8
I-200-13073-934190,certified,"BARRACUDA NETWORKS, INC.",81619.0,year,84000.0,year,SOFTWARE ENGINEER,CAMPBELL,15-1142,Network and Computer Systems Administrators,CA,y,H-1B,software engineer,58131,14-Mar-13,20-Mar-13,6
I-200-14086-771028,certified,CAPGEMINI FINANCIAL SERVICES USA INC,96096.0,year,96096.0,year,SENIOR CONSULTANT/BUSINESS ANALYST,JERSEY CITY,15-2031,OPERATIONS RESEARCH ANALYSTS,NJ,y,H-1B,business analyst,32900,27-Mar-14,04-Feb-14,51
I-200-14303-172942,certified,"ITECH US, INC.",95056.0,year,95056.0,year,SOFTWARE ENGINEER,HOUSTON,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,34051,30-Oct-14,11-May-14,172
I-200-14070-302036,certified,GOOGLE INC.,80746.0,year,100000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,60462,03-Dec-14,13-Jun-14,173
I-200-15077-496622,certified,"TRANSFREIGHT, LLC",44803.0,year,55000.0,year,BUSINESS ANALYST,ERLANGER,13-1111,Management Analysts,KY,y,H-1B,business analyst,149532,18-Mar-15,24-Mar-15,6
I-200-13120-620387,certified,"COGNILYTICS, INC.",87714.0,year,87714.0,year,SENIOR SOFTWARE ENGINEER,FLUSHING,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,47978,30-Apr-13,05-Jun-13,36
I-200-14241-323957,certified,GOOGLE INC.,131269.0,year,140000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,4275,29-Aug-14,09-May-14,112
I-200-15005-759536,certified,CAPGEMINI US LLC,91499.0,year,91499.0,year,SENIOR CONSULTANT/ BUSINESS ANALYST,ATLANTA,15-1121,Computer Systems Analysts,GA,y,H-1B,business analyst,40221,01-May-15,01-Sep-15,123
I-200-15029-358985,certified,GOOGLE INC.,77378.0,year,110000.0,year,SOFTWARE ENGINEER,NEW YORK CITY,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,66494,23-Feb-15,03-Mar-15,8
I-200-14287-249988,certified,"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC",109762.0,year,110000.0,year,SENIOR SOFTWARE ENGINEER III,SAN JOSE,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,16667,11-Nov-14,17-Nov-14,6
I-200-13051-966979,certified,CHURCH OF THE LIVING WORD,21.32,hour,21.5,hour,TEACHER,NORTH HILLS,25-2021,"Elementary School Teachers, Except Special Educati",CA,n,H-1B,teacher,150633,22-Feb-13,28-Feb-13,6
I-200-13204-944113,certified,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",96429.0,year,96429.0,year,SENIOR SOFTWARE ENGINEER,Radnor,15-1132,"Software Developers, Applications",PA,y,H-1B,software engineer,32654,23-Jul-13,29-Jul-13,6
I-200-14269-308647,certified,UNIVERSITY OF CENTRAL MISSOURI,44010.0,year,80000.0,year,ASSISTANT PROFESSOR,WARRENSBURG,25-1021,"COMPUTER SCIENCE TEACHERS, POSTSECONDARY",MO,y,H-1B,assistant professor,151037,26-Sep-14,10-Feb-14,228
I-200-13142-679464,certified,GOOGLE INC.,100984.0,year,139700.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,23626,22-May-13,29-May-13,7
I-200-11290-241592,withdrawn,"SMAPPER TECHNOLOGIES, INC.",84115.0,year,110000.0,year,SOFTWARE ENGINEER,SANTA CLARA,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,53777,17-Oct-11,20-Oct-11,3
I-200-15079-120396,certified,NORTECH NORTH AMERICA INC,69056.0,year,70000.0,year,SOFTWARE ENGINEER,RESTON,15-1131,Computer Programmers,VA,y,H-1B,software engineer,88360,21-Mar-15,26-Mar-15,5
I-200-15035-857052,certified,PACIFIC LIFE INSURANCE COMPANY,54974.0,year,75000.0,year,BUSINESS ANALYST,ALISO VIEJO,15-2031,OPERATIONS RESEARCH ANALYSTS,CA,y,H-1B,business analyst,130421,02-Apr-15,02-Oct-15,183
I-200-11305-712430,certified,INTEL CORPORATION,95418.0,year,95418.0,year,SOFTWARE ENGINEER,HILLSBORO,15-1133,"Software Developers, Systems Software",OR,y,H-1B,software engineer,33532,17-Nov-11,23-Nov-11,6
I-200-13233-983701,certified,MAGANTI IT RESOURCES LLC,39062.0,year,72000.0,year,BUSINESS ANALYST,COLUMBUS,15-2031,OPERATIONS RESEARCH ANALYSTS,OH,y,H-1B,business analyst,158169,21-Aug-13,27-Aug-13,6
A-14267-10050,certified,WESTERN WASHINGTON UNIVERSITY,57500.0,year,57500.0,year,NEW ASSISTANT PROFESSOR,BELLINGHAM,25-1113,"SOCIAL WORK TEACHERS, POSTSECONDARY",WASHINGTON,,greencard,assistant professor,123842,25-Sep-14,13-Feb-15,141
I-200-11284-734491,certified,AXELON SERVICES CORPORATION,85966.0,year,96000.0,year,SR.SOFTWARE ENGINEER,NEW YORK,15-1133,"Software Developers, Systems Software",NY,y,H-1B,software engineer,50575,10-Nov-11,18-Oct-11,23
I-200-14100-521612,certified,"UNITED AUDIT SYSTEMS, INC.",20.7,hour,23.0,hour,Healthcare Business Analyst,Cincinnati,13-1031,"Claims Adjusters, Examiners, and Investigators",OH,y,H-1B,business analyst,152504,04-Oct-14,17-Apr-14,170
I-200-14048-219729,certified,AKVARR INC,63336.0,year,63336.0,year,BUSINESS ANALYST,FAIRFAX,15-1121,Computer Systems Analysts,VA,y,H-1B,business analyst,101390,17-Feb-14,21-Feb-14,4
I-200-13068-808300,certified,"SRI ANJANEYA TECHNOLOGIES, LLC",58573.0,year,58600.0,year,SOFTWARE ENGINEER,KENTWOOD,15-1132,"Software Developers, Applications",MI,y,H-1B,software engineer,119656,03-Sep-13,14-Mar-13,173
I-200-11307-957237,certified,"LANDON IP, INC.",67454.0,year,77000.0,year,SOFTWARE ENGINEERING ASSOCIATE,ALEXANDRIA,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,91735,11-Apr-11,11-Oct-11,183
I-200-14080-142348,certified,CHAPEL HILL INDEPENDENT SCHOOL DISTRICT,41220.0,year,41220.0,year,ELEMENTARY BILINGUAL TEACHER,TYLER,25-2021,"Elementary School Teachers, Except Special Educati",TX,y,H-1B,teacher,155786,21-Mar-14,27-Mar-14,6
